PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,MONTH,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,AREA_NC,MODE2001,LICENSE,MONITOR,TOURN,TURTLE,AGE,SEX,ART_REEF,REEFCODE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,FSHINSP_A,NUM_FISH_A,ZIP,DATE_PUBLISHED
TAUTOG,STRIPED BASS,201311915weC:2PM-8PM,201369151729620131116,2013,5,36,119,9,7,442,7,5,2,5,5,0,8,5,1,3,0,0,0,4,1,1729620131116001,4,6,2,1,0,6,,O,1,we,1729620131116,5,1729620131116001,1,1,C:2PM-8PM,11,WESTCHESTER,167680,170479,1421,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,8839010101,,7,,8,,,,,,,,,135.44041968,201311915weC:2PM-8PM,area_x,1,1729620131116001,8,0,5,10591,03/03/2025
TAUTOG,STRIPED BASS,201311915weC:2PM-8PM,201369151729620131116,2013,5,36,105,9,7,442,7,5,2,5,5,0,4,3,1,4,0,0,1,4,2,1729620131116002,4,6,2,1,0,6,,O,1,we,1729620131116,5,1729620131116001,1,1,C:2PM-8PM,11,,167680,170479,1429,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,8839010101,,7,,8,,,,,,,,,135.44041968,201311915weC:2PM-8PM,area_x,1,1729620131116002,8,0,4,10591,03/03/2025
TAUTOG,STRIPED BASS,201311915weC:2PM-8PM,201369151729620131116,2013,5,36,119,9,7,442,7,5,2,5,5,0,3,2,1,4,0,0,1,4,2,1729620131116003,4,6,2,1,0,6,,O,1,we,1729620131116,5,1729620131116001,1,1,C:2PM-8PM,11,WESTCHESTER,167680,170479,1436,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,8839010101,,7,,8,,,,,,,,,135.44041968,201311915weC:2PM-8PM,area_x,1,1729620131116003,8,0,4,10891,03/03/2025
,TAUTOG,201311917wdB:8AM-2PM,201369171730420131121,2013,4,44,9,9,11,737,8,7,1,1,5,0,30,3,2,1,8,0,0,2,1,1730420131121001,4,6,1,,0,5.5,,O,,wd,1730420131121,3,1730420131121001,1,1,B:8AM-2PM,11,WASHINGTON,170479,,1205,,1,1,2,1,2,,,21JAN201413:52,1,8839010101,,,8,,8,,,,,,,,,7191.7325447,201311917wdB:8AM-2PM,,0,1730420131121001,8,8,0,02891,03/03/2025
,TAUTOG,201311917wdB:8AM-2PM,201369171730420131121,2013,4,9,11,9,11,737,8,7,1,1,5,0,30,3,0,1,0,1,1,2,2,1730420131121002,4,6,3,,0,5.5,,Y,,wd,1730420131121,3,1730420131121001,1,1,B:8AM-2PM,11,NEW LONDON,170479,,1215,,1,1,8,0,8,,,21JAN201413:52,1,8839010101,,,8,,8,,,,,,,,,7191.7325447,201311917wdB:8AM-2PM,,0,1730420131121001,8,,,06349,03/03/2025
,TAUTOG,201311917weC:2PM-8PM,201369171730420131130,2013,4,9,3,9,11,645,8,7,1,1,5,,12,4,1,0,0,0,0,2,1,1730420131130001,4,6,2,,0,5.5,,Y,,we,1730420131130,3,1730420131130001,,1,C:2PM-8PM,11,HARTFORD,170479,,1557,,1,1,8,1,8,,,21JAN201413:52,1,8839010101,,,8,,8,,,,,,,,,831.63528437,201311917weC:2PM-8PM,,0,1730420131130001,8,,,06118,03/03/2025
STRIPED BASS,BLUEFISH,201311917weB:8AM-2PM,201369171729520131103,2013,4,9,7,9,7,825,8,7,C,5,3,,50,35,1,0,0,0,0,3,1,1729520131103001,4,6,2,,0,4,,Y,,we,1729520131103,3,1729520131103001,,1,B:8AM-2PM,11,MIDDLESEX,168559,167680,955,,1,1,8,0,8,,,21JAN201413:52,8,8835250101,8835020102,,8,,8,,,,,,,,,2586.2607259,201311917weB:8AM-2PM,,0,1729520131103001,8,,,06412,03/03/2025
STRIPED BASS,BLUEFISH,201311917weB:8AM-2PM,201369171729520131103,2013,4,9,7,9,7,825,8,7,C,5,3,,40,15,1,0,0,0,1,3,2,1729520131103002,4,6,2,,0,4,,Y,,we,1729520131103,3,1729520131103001,,1,B:8AM-2PM,11,MIDDLESEX,168559,167680,957,,1,1,8,0,8,,,21JAN201413:52,8,8835250101,8835020102,,8,,8,,,,,,,,,2586.2607259,201311917weB:8AM-2PM,,0,1729520131103002,8,,,06412,03/03/2025
BLUEFISH,STRIPED BASS,201311917weB:8AM-2PM,201369171729520131103,2013,4,9,7,9,7,825,8,7,C,5,3,,36,21,1,0,0,0,1,3,2,1729520131103003,4,6,2,,0,4,,Y,,we,1729520131103,3,1729520131103001,,1,B:8AM-2PM,11,MIDDLESEX,167680,168559,1000,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,8835250101,,8,,8,,,,,,,,,2586.2607259,201311917weB:8AM-2PM,,0,1729520131103003,8,,,06426,03/03/2025
,TAUTOG,201311917weC:2PM-8PM,201369171729520131109,2013,4,9,15,9,11,750,8,7,C,5,5,0,200,45,1,1,0,0,0,2,1,1729520131109001,4,6,2,,0,6.5,,Y,,we,1729520131109,3,1729520131109001,1,1,C:2PM-8PM,11,WINDHAM,170479,,1637,,1,1,8,0,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2463.4185484,201311917weC:2PM-8PM,,0,1729520131109001,8,,,06247,03/03/2025
,TAUTOG,201311917weC:2PM-8PM,201369171729520131109,2013,4,9,15,9,11,750,8,7,C,5,5,0,200,45,1,2,0,0,1,2,2,1729520131109002,4,6,2,,0,6.5,,Y,,we,1729520131109,3,1729520131109001,1,1,C:2PM-8PM,11,WINDHAM,170479,,1641,,1,1,8,0,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2463.4185484,201311917weC:2PM-8PM,,0,1729520131109002,8,,,06247,03/03/2025
BLUEFISH,STRIPED BASS,201311917weC:2PM-8PM,201369171729520131115,2013,4,25,17,9,7,825,8,7,C,5,4,0,25,10,1,1,0,0,0,2,1,1729520131115001,4,6,2,,0,5.5,,O,,we,1729520131115,3,1729520131115001,1,1,C:2PM-8PM,11,MIDDLESEX,167680,168559,1526,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,8835250101,,8,,8,,,,,,,,,1400.0948458,201311917weC:2PM-8PM,,0,1729520131115001,8,,,01803,03/03/2025
BLUEFISH,STRIPED BASS,201311917weC:2PM-8PM,201369171729520131115,2013,4,9,7,9,7,825,8,7,C,5,4,0,50,15,1,1,0,0,1,2,2,1729520131115002,4,6,2,,0,5.5,,Y,,we,1729520131115,3,1729520131115001,1,1,C:2PM-8PM,11,MIDDLESEX,167680,168559,1530,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,8835250101,,8,,8,,,,,,,,,1400.0948458,201311917weC:2PM-8PM,,0,1729520131115002,8,,,06475,03/03/2025
STRIPED BASS,TAUTOG,201311917weC:2PM-8PM,201369171729520131115,2013,4,9,3,9,7,825,8,7,C,5,4,0,20,6,1,1,0,0,0,1,8,1729520131115003,4,6,2,,0,5,,Y,,we,1729520131115,3,1729520131115003,1,1,C:2PM-8PM,11,HARTFORD,170479,167680,1602,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,8835020102,,8,,8,,,,,,,,,1400.0948458,201311917weC:2PM-8PM,,0,1729520131115003,8,,,06013,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729520131121,2013,4,9,5,9,11,737,8,7,C,5,3.5,0,999,99,1,2,1,0,0,3,1,1729520131121001,4,6,1,,0,4.5,,Y,,wd,1729520131121,3,1729520131121001,1,1,C:2PM-8PM,11,LITCHFIELD,170479,,1558,,1,1,8,0,1,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2859.4110189,201311917wdC:2PM-8PM,,0,1729520131121001,8,1,1,99998,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729520131121,2013,4,9,5,9,11,737,8,7,C,5,3.5,0,150,60,1,1,1,0,0,6,1,1729520131121002,4,6,1,,0,4.5,,Y,,wd,1729520131121,3,1729520131121002,1,1,C:2PM-8PM,11,LITCHFIELD,170479,,1602,,1,1,8,1,1,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,5718.8220378,201311917wdC:2PM-8PM,,0,1729520131121002,8,1,0,06479,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729520131121,2013,4,44,5,9,11,737,8,7,C,5,3,0,90,40,1,1,2,0,0,2,1,1729520131121003,4,6,1,,0,4.5,,O,,wd,1729520131121,3,1729520131121003,1,1,C:2PM-8PM,11,NEWPORT,170479,,1628,,1,1,8,1,1,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,953.1370063,201311917wdC:2PM-8PM,,0,1729520131121003,8,2,0,99998,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729520131121,2013,4,44,5,9,11,737,8,7,C,5,3,0,85,30,1,1,1,0,1,2,2,1729520131121004,4,6,1,,0,4.5,,O,,wd,1729520131121,3,1729520131121003,1,1,C:2PM-8PM,11,NEWPORT,170479,,1634,,1,1,8,1,1,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,953.1370063,201311917wdC:2PM-8PM,,0,1729520131121004,8,1,0,99998,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729520131121,2013,4,33,13,9,11,737,8,7,C,5,6,0,25,6,1,1,0,0,0,2,1,1729520131121005,4,6,2,,0,7.5,,O,,wd,1729520131121,3,1729520131121005,1,1,C:2PM-8PM,11,MERRIMACK,170479,,1700,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,953.1370063,201311917wdC:2PM-8PM,,0,1729520131121005,8,,,03245,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729520131121,2013,4,33,13,9,11,737,8,7,C,5,6,,25,8,1,0,0,0,1,2,2,1729520131121006,4,6,2,,0,7.5,,O,,wd,1729520131121,3,1729520131121005,,1,C:2PM-8PM,11,MERRIMACK,170479,,1704,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,953.1370063,201311917wdC:2PM-8PM,,0,1729520131121006,8,,,03216,03/03/2025
,STRIPED BASS,201312917weC:2PM-8PM,201369171729520131222,2013,4,44,7,9,11,754,8,7,C,5,2.5,,10,0,1,0,0,0,0,2,1,1729520131222001,4,6,2,,0,3,,O,,we,1729520131222,3,1729520131222001,,1,C:2PM-8PM,12,PROVIDENCE,167680,,1442,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,352.29271926,201312917weC:2PM-8PM,,0,1729520131222001,8,,,02920,03/03/2025
,STRIPED BASS,201312917weC:2PM-8PM,201369171729520131222,2013,4,44,7,9,11,754,8,7,C,5,2.5,,0,0,1,0,0,0,1,2,2,1729520131222002,4,6,2,,0,3,,O,,we,1729520131222,3,1729520131222001,,1,C:2PM-8PM,12,PROVIDENCE,167680,,1445,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,352.29271926,201312917weC:2PM-8PM,,0,1729520131222002,8,,,02920,03/03/2025
,STRIPED BASS,201312917weC:2PM-8PM,201369171729520131222,2013,4,9,11,9,11,754,8,7,C,5,1.5,,10,0,1,0,0,0,0,2,1,1729520131222003,4,6,2,,0,2,,Y,,we,1729520131222,3,1729520131222003,,1,C:2PM-8PM,12,NEW LONDON,167680,,1537,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,352.29271926,201312917weC:2PM-8PM,,0,1729520131222003,8,,,06249,03/03/2025
,STRIPED BASS,201312917weC:2PM-8PM,201369171729520131222,2013,4,9,11,9,11,754,8,7,C,5,1.5,,4,0,1,0,0,0,1,2,2,1729520131222004,4,6,2,,0,2,,Y,,we,1729520131222,3,1729520131222003,,1,C:2PM-8PM,12,NEW LONDON,167680,,1540,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,352.29271926,201312917weC:2PM-8PM,,0,1729520131222004,8,,,06249,03/03/2025
,TAUTOG,201311917weB:8AM-2PM,201369171729620131110,2013,4,9,9,9,7,825,8,7,2,5,2,,40,15,1,0,0,0,0,2,1,1729620131110001,4,6,2,,0,3,,Y,,we,1729620131110,3,1729620131110001,,1,B:8AM-2PM,11,NEW HAVEN,170479,,1034,,1,1,8,0,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2408.6721835,201311917weB:8AM-2PM,,0,1729620131110001,8,,,06192,03/03/2025
,TAUTOG,201311917weB:8AM-2PM,201369171729620131110,2013,4,9,9,9,7,825,8,7,2,5,2,,6,2,1,0,0,0,1,2,2,1729620131110002,4,6,2,,0,3,,Y,,we,1729620131110,3,1729620131110001,,1,B:8AM-2PM,11,NEW HAVEN,170479,,1041,,1,1,8,0,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2408.6721835,201311917weB:8AM-2PM,,0,1729620131110002,8,,,06492,03/03/2025
,STRIPED BASS,201311917weB:8AM-2PM,201369171729620131110,2013,4,9,3,9,7,825,8,7,2,5,5,,6,2,1,0,0,0,0,2,1,1729620131110003,4,6,2,,0,5.5,,Y,,we,1729620131110,3,1729620131110003,,1,B:8AM-2PM,11,HARTFORD,167680,,1303,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,4817.3443671,201311917weB:8AM-2PM,,0,1729620131110003,8,,,06032,03/03/2025
,STRIPED BASS,201311917weB:8AM-2PM,201369171729620131110,2013,4,9,1,9,7,825,8,7,2,5,2,,20,5,1,0,0,0,0,3,1,1729620131110004,4,6,2,,0,4,,Y,,we,1729620131110,3,1729620131110004,,1,B:8AM-2PM,11,FAIRFIELD,167680,,1327,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,7226.0165506,201311917weB:8AM-2PM,,0,1729620131110004,8,,,06470,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729620131121,2013,4,9,11,9,11,645,8,7,2,5,5,0,60,30,1,0,2,0,0,1,8,1729620131121001,4,6,1,,0,6,,Y,,wd,1729620131121,3,1729620131121001,1,1,C:2PM-8PM,11,NEW LONDON,170479,,1539,,1,1,8,0,1,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2606.8916042,201311917wdC:2PM-8PM,,0,1729620131121001,8,6,0,06385,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729620131121,2013,4,9,3,9,11,645,8,7,2,5,4.5,0,60,40,1,1,1,0,0,1,8,1729620131121002,4,6,1,,0,5.5,,Y,,wd,1729620131121,3,1729620131121002,1,1,C:2PM-8PM,11,HARTFORD,170479,,1647,,1,1,8,1,1,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2606.8916042,201311917wdC:2PM-8PM,,0,1729620131121002,8,2,0,06106,03/03/2025
,TAUTOG,201311917wdC:2PM-8PM,201369171729620131121,2013,4,9,3,9,11,645,8,7,2,5,2,0,10,4,1,2,1,0,0,2,1,1729620131121003,4,6,1,,0,3,,Y,,wd,1729620131121,3,1729620131121003,1,1,C:2PM-8PM,11,HARTFORD,170479,,1655,,1,1,8,0,1,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,5213.7832085,201311917wdC:2PM-8PM,,0,1729620131121003,8,1,0,06053,03/03/2025
